醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣豐濱鄉豐濱村光豐路４１號,(03)8358141,2441,1478,2020/02/26 15:27:09
0291010010,連江縣立醫院,連江縣南竿鄉復興村２１７號,(083)623995,222,548,2020/02/26 15:27:09
2101010013,松山健康服務中心,台北市松山區八德路４段６９４號１、２樓,(02)27653147,41,875,2020/02/26 15:27:09
2101020019,大安健康服務中心,台北市大安區辛亥路３段１５號,(02)27390997,96,680,2020/02/26 15:27:09
2101090011,大同健康服務中心,台北市大同區昌吉街５２號１至２樓,(02)25948971,0,448,2020/02/26 15:27:09
2101100227,中山健康服務中心,台北市中山區松江路３６７號１樓,(02)25013363,0,615,2020/02/26 15:27:09
2101110027,內湖健康服務中心,台北市內湖區民權東路６段９９號,(02)27908387,1,400,2020/02/26 15:27:09
2101120014,南港健康服務中心,台北市南港區南港路１段３６０號１樓,(02)27868756,1,798,2020/02/26 15:27:09
2101150012,士林健康服務中心,台北市士林區中正路４３９號１樓,(02)28836268,0,695,2020/02/26 15:27:09
2101161033,北投健康服務中心,臺北市北投區石牌路２段１１１號,(02)28261026,0,787,2020/02/26 15:27:09
2101170050,信義健康服務中心,台北市信義區信義路５段１５號,(02)87804152,0,800,2020/02/26 15:27:09
2101180038,中正健康服務中心,台北市中正區牯嶺街２４號,(02)23210168,0,744,2020/02/26 15:27:09
2101191068,萬華健康服務中心,台北市萬華區東園街１５２號,(02)23395384,0,692,2020/02/26 15:27:09
2101200017,政大(文山健康服務中心),臺北市文山區木柵路３段２２０號,(02)22343501,0,800,2020/02/26 15:27:09
2303240013,臺中市中西區衛生所,臺中市西區民權路１０５號,(04)22223811,1348,946,2020/02/26 15:27:09
2311010010,基隆市中正區衛生所,基隆市中正區中正路２３６號２樓,(02)24621632,835,1179,2020/02/26 15:27:09
2311020016,基隆市七堵區衛生所,基隆市七堵區光明路２１－１（１－２樓）,(02)24562008,300,1089,2020/02/26 15:27:09
2311030012,基隆市暖暖區衛生所,基隆市暖暖區暖暖街２８１巷９８號,(02)24572630,1256,1290,2020/02/26 15:27:09
2311040018,基隆市仁愛區衛生所,基隆市仁愛區光一路２６號,(02)24311592,378,1238,2020/02/26 15:27:09
2311050014,基隆市中山區衛生所,基隆市中山區中山二路１５號,(02)24229860,1208,1262,2020/02/26 15:27:09
2311060010,基隆市安樂區衛生所,基隆市安樂區安樂路２段１６４號１樓前棟,(02)24318061,8,552,2020/02/26 15:27:09
2311070016,基隆市信義區衛生所,基隆市信義區信一路６９號,(02)24221633,921,1358,2020/02/26 15:27:09
2312010014,新竹市東區衛生所,新竹市東區民族路４０之２號,(03)5236158,160,584,2020/02/26 15:27:09
2312041028,新竹市北區衛生所,新竹市北區國華街六十九號一樓,(03)5353969,0,429,2020/02/26 15:27:09
2312050018,新竹市香山衛生所,新竹市香山區牛埔里育德街１８８號２樓,(03)5388109,0,424,2020/02/26 15:27:09
2317020010,臺中市東區衛生所,臺中市東區信義街１４２號,(04)22834121,298,878,2020/02/26 15:27:09
2317040012,臺中市南區衛生所,台中市南區工學路７２號２樓,(04)22629735,326,768,2020/02/26 15:27:09
2317050018,臺中市北區衛生所,臺中市北區永興街３０１號４樓,(04)22359182,1060,1108,2020/02/26 15:27:09
2317060014,臺中市西屯區衛生所,臺中市西屯區西安里西屯路二段２９９號,(04)27027068,938,1074,2020/02/26 15:27:09
2317070010,臺中市南屯區衛生所,臺中市南屯區向心南路８１１號１樓,(04)23827640,404,770,2020/02/26 15:27:09
2317080016,台中市北屯區軍功衛生所,台中市北屯區軍功路二段１６號,(04)22393932,1104,1092,2020/02/26 15:27:09
2317081022,台中市北屯區四民衛生所,台中市北屯區后庄路１０６２號,(04)24211945,634,1014,2020/02/26 15:27:09
2321010013,臺南市東區衛生所,台南市東區龍山里林森路１段４１８號,(06)2673613,1432,1244,2020/02/26 15:27:09
2321020019,臺南市南區衛生所,臺南市南區南都里南和路６號,(06)2618578,680,1066,2020/02/26 15:27:09
2321030015,臺南市中西區衛生所,臺南市中西區安海里環河街９４號,(06)2252403,1835,1268,2020/02/26 15:27:09
2321040011,臺南巿北區衛生所,臺南市北區公園里西華街５０號,(06)2252404,1916,1341,2020/02/26 15:27:09
2321060013,台南市安南區衛生所,台南市安南區仁安路７０號２樓,(06)2567406,809,1031,2020/02/26 15:27:09
2321070019,台南市安平區衛生所,台南市安平區平通里育平路３１０號,(06)2996885,928,1109,2020/02/26 15:27:09
2322010017,嘉義市東區衛生所,嘉義市東區大雅路二段６２５號,(05)2750423,1905,1260,2020/02/26 15:27:09
2322020013,嘉義市西區衛生所,嘉義市西區福全里德明路１號,(05)2337355,1244,1092,2020/02/26 15:27:09
2331070012,新北市樹林區衛生所,新北市樹林區樹新路４０－７號１、２樓,(02)26812134,6,563,2020/02/26 15:27:09
2331080018,新北市鶯歌區衛生所,新北市鶯歌區文化路３８９號,(02)26702304,1,666,2020/02/26 15:27:09
2331090014,新北市三峽區衛生所,新北市三峽區光明路７１號３樓,(02)26711592,352,1044,2020/02/26 15:27:09
2331100015,新北市淡水區衛生所,新北市淡水區中山路１５８號,(02)26215620,196,945,2020/02/26 15:27:09
2331120017,新北巿瑞芳區衛生所,新北市瑞芳區明燈路３段１號,(02)24972132,0,788,2020/02/26 15:27:09
2331160011,新北市泰山區衛生所,新北市泰山區全興路２１２號３樓,(02)22962858,0,584,2020/02/26 15:27:09
2331170017,新北市林口區衛生所,新北市林口區忠孝二路５５號,(02)26068760,74,636,2020/02/26 15:27:09
2331180013,新北市深坑區衛生所,新北市深坑區深坑街１６５號１－３樓,(02)26621567,0,994,2020/02/26 15:27:09
2331190019,新北市石碇區衛生所,新北市石碇區潭邊里碇坪路１段８２號,(02)26631325,119,996,2020/02/26 15:27:09
2331200010,新北市坪林區衛生所,新北市坪林區坪林街１０４號,(02)26656272,0,359,2020/02/26 15:27:09
2331210016,新北市三芝區衛生所,新北市三芝區中山路１段１２號,(02)26362007,0,571,2020/02/26 15:27:09
2331220012,新北市石門區衛生所,新北市石門區中山路２８－１號,(02)26381007,644,1072,2020/02/26 15:27:09
2331230018,新北市八里區衛生所,新北市八里區舊城路１６號,(02)26102137,16,728,2020/02/26 15:27:09
2331240014,新北市平溪區衛生所,新北市平溪區公園街１７號１樓,(02)24951015,398,1448,2020/02/26 15:27:09
2331250010,新北市雙溪區衛生所,新北市雙溪區新基南路１８號,(02)24931211,1094,1328,2020/02/26 15:27:09
2331260016,新北市貢寮區衛生所,新北市貢寮區朝陽街７０巷１０號、新北市貢寮區仁愛路１２８號,(02)24901431,88,1048,2020/02/26 15:27:09
2331270012,新北市金山區衛生所,新北市金山區民生路５９號,(02)24982778,0,958,2020/02/26 15:27:09
2331280018,新北市萬里區衛生所,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,(02)24921117,218,1021,2020/02/26 15:27:09
2331290014,新北市烏來區衛生所,新北市烏來區新烏路５段１０９號,(02)26617200,0,691,2020/02/26 15:27:09
2332030012,桃園市大溪區衛生所,桃園市大溪區仁愛路１號,(03)3882401,174,780,2020/02/26 15:27:09
2332040018,桃園市楊梅區衛生所,桃園市楊梅區校前路４０９號,(03)4750151,332,756,2020/02/26 15:27:09
2332060010,桃園市大園區衛生所,桃園市大園區田心里中正西路１９號,(03)3862024,478,1028,2020/02/26 15:27:09
2332080012,桃園市八德區衛生所,桃園市八德區大華里介壽路二段３６１巷２８號,(03)3662781,99,663,2020/02/26 15:27:09
2332090018,桃園市龍潭區衛生所,桃園市龍潭區中正路２１０號１至２樓,(03)4792033,456,780,2020/02/26 15:27:09
2332100019,桃園市平鎮區衛生所,桃園市平鎮區新富里１鄰振興路１號,(03)4576624,354,700,2020/02/26 15:27:09
2332110015,桃園市新屋區衛生所,桃園市新屋區新屋里中山路２３９號,(03)4772018,0,555,2020/02/26 15:27:09
2332120011,桃園市觀音區衛生所,桃園市觀音區觀新路５８號,(03)4732031,844,1098,2020/02/26 15:27:09
2332130017,桃園市復興區衛生所,桃園市復興區澤仁里中正路２５號,(03)3822325,844,756,2020/02/26 15:27:09
2333010014,新竹縣關西鎮衛生所,新竹縣關西鎮中山路２０７號,(03)5872454,400,200,2020/02/26 15:27:09
2333070010,新竹縣橫山鄉衛生所,新竹縣橫山鄉大肚村３鄰新興街１４１巷１０號,(03)5932004,0,544,2020/02/26 15:27:09
2333090012,新竹縣芎林鄉衛生所,新竹縣芎林鄉文山路５３２號,(03)5924787,400,200,2020/02/26 15:27:09
2333100013,新竹縣寶山鄉衛生所,新竹縣寶山鄉雙溪村７鄰雙園路二段２７３號,(03)5292106,0,392,2020/02/26 15:27:09
2333110019,新竹縣北埔鄉衛生所,新竹縣北埔鄉北埔街９０號,(03)5801677,0,996,2020/02/26 15:27:09
2333120015,新竹縣峨眉鄉衛生所,新竹縣峨眉鄉峨眉村峨眉街２鄰５號,(03)5800314,353,1089,2020/02/26 15:27:09
2333130011,新竹縣尖石鄉衛生所,新竹縣尖石鄉嘉樂村２鄰６１號,(03)5842356,1184,892,2020/02/26 15:27:09
2333140017,新竹縣五峰鄉衛生所,新竹縣五峰鄉大隘村六鄰９９號,(03)5851005,1524,982,2020/02/26 15:27:09
2334010018,宜蘭縣宜蘭市衛生所,宜蘭縣宜蘭市健康路二段２－２號１樓,(03)9322362,680,963,2020/02/26 15:27:09
2334020014,宜蘭縣羅東鎮衛生所,宜蘭縣羅東鎮民生路７９號,(03)9542321,648,1182,2020/02/26 15:27:09
2334030010,宜蘭縣蘇澳鎮衛生所,宜蘭縣蘇澳鎮志成路６０號,(03)9962185,976,1120,2020/02/26 15:27:09
2334040016,宜蘭縣頭城鎮衛生所,宜蘭縣頭城鎮吉祥路１５號,(03)9771034,858,1048,2020/02/26 15:27:09
2334050012,宜蘭縣礁溪鄉衛生所,宜蘭縣礁溪鄉礁溪路４段１２６號,(03)9882908,132,694,2020/02/26 15:27:09
2334060018,宜蘭縣壯圍鄉衛生所,宜蘭縣壯圍鄉中央路２段２９０號,(03)9385503,308,893,2020/02/26 15:27:09
2334070014,宜蘭縣員山鄉衛生所,宜蘭縣員山鄉復興路２號,(03)9221575,736,1078,2020/02/26 15:27:09
2334081026,宜蘭縣冬山鄉衛生所,宜蘭縣冬山鄉中正路１６號,(03)9594772,392,960,2020/02/26 15:27:09
2334090016,宜蘭縣五結鄉衛生所,宜蘭縣五結鄉五結路２段３３７號,(03)9501564,570,941,2020/02/26 15:27:09
2334100017,宜蘭縣三星鄉衛生所,宜蘭縣三星鄉三星路５段７０號,(03)9892227,96,858,2020/02/26 15:27:09
2334110013,宜蘭縣大同鄉衛生所,宜蘭縣大同鄉崙埤村朝陽４０號,(03)9801175,988,1114,2020/02/26 15:27:09
2334120019,宜蘭縣南澳鄉衛生所,宜蘭縣南澳鄉蘇花路２段３７５號,(03)9981019,1285,802,2020/02/26 15:27:09
2335010012,苗栗縣苗栗市衛生所,苗栗縣苗栗市建民街２８號,(037)277129,248,932,2020/02/26 15:27:09
2335020018,苗栗縣苑裡鎮衛生所,苗栗縣苑裡鎮客庄里公民街１６號,(037)869595,244,792,2020/02/26 15:27:09
2335030014,苗栗縣通霄鎮衛生所,苗栗縣通霄鎮通東里中正路９－６號,(037)752048,0,206,2020/02/26 15:27:09
2335040010,苗栗縣竹南鎮衛生所,苗栗縣竹南鎮大營路２０９號,(037)470152,313,595,2020/02/26 15:27:09
2335050016,苗栗縣頭份市衛生所,苗栗縣頭份市顯會路７２號,(037)663049,0,132,2020/02/26 15:27:09
2335060012,苗栗縣後龍鎮衛生所,苗栗縣後龍鎮大庄里21鄰光華路３７１號,(037)722008,164,844,2020/02/26 15:27:09
2335070018,苗栗縣卓蘭鎮衛生所,苗栗縣卓蘭鎮老庄里中正路１４２號,(04)25892027,790,996,2020/02/26 15:27:09
2335080014,苗栗縣大湖鄉衛生所,苗栗縣大湖鄉明湖村中原路８７號,(037)991034,410,652,2020/02/26 15:27:09
2335090010,苗栗縣公館鄉衛生所,苗栗縣公館鄉館中村大同路７５號,(037)224732,204,522,2020/02/26 15:27:09
2335100011,苗栗縣銅鑼鄉衛生所,苗栗縣銅鑼鄉銅鑼村新興路８１號,(037)981006,0,492,2020/02/26 15:27:09
2335110017,苗栗縣南庄鄉衛生所,苗栗縣南庄鄉東村大同路１７號,(037)822024,16,614,2020/02/26 15:27:09
2335120013,苗栗縣頭屋鄉衛生所,苗栗縣頭屋鄉頭屋村中山街５６巷５４號,(037)253534,308,730,2020/02/26 15:27:09
2335130019,苗栗縣三義鄉衛生所,苗栗縣三義鄉復興路45號,(037)872014,129,900,2020/02/26 15:27:09
2335140015,苗栗縣西湖鄉衛生所,苗栗縣西湖鄉龍洞村１鄰１６號,(037)921211,710,1084,2020/02/26 15:27:09
2335150011,苗栗縣造橋鄉衛生所,苗栗縣造橋鄉造橋村１４鄰８－２號,(037)542755,0,335,2020/02/26 15:27:09
2335160017,苗栗縣三灣鄉衛生所,苗栗縣三灣鄉三灣村親民路１７號,(037)831140,45,775,2020/02/26 15:27:09
2335170013,苗栗縣獅潭鄉衛生所,苗栗縣獅潭鄉新店村１３０之６號,(037)931309,583,1055,2020/02/26 15:27:09
2335180019,苗栗縣泰安鄉衛生所,苗栗縣泰安鄉清安村２鄰７２號,(037)941054,194,801,2020/02/26 15:27:09
2336010016,臺中市豐原區衛生所,臺中市豐原區西勢里中興路１３６號,(04)25261170,355,859,2020/02/26 15:27:09
2336020012,臺中市東勢區衛生所,臺中市東勢區中寧里豐勢路４９０號,(04)25873872,984,1278,2020/02/26 15:27:09
2336030018,臺中市大甲區衛生所,臺中市大甲區德興路８１號,(04)26872153,210,792,2020/02/26 15:27:09
2336040014,臺中市清水區衛生所,臺中市清水區中山路９２號,(04)26222639,0,750,2020/02/26 15:27:09
2336050010,臺中市沙鹿區衛生所,臺中市沙鹿區洛泉里文昌路２０號,(04)26625040,324,650,2020/02/26 15:27:09
2336060016,臺中市梧棲區衛生所,臺中市梧棲區雲集街７０巷３號,(04)26562809,0,384,2020/02/26 15:27:09
2336070012,臺中市后里區衛生所,台中市后里區墩西里公安路８６號,(04)25562048,404,742,2020/02/26 15:27:09
2336080018,臺中市神岡區衛生所,臺中市神岡區神岡里神岡路２號,(04)25622792,15,334,2020/02/26 15:27:09
2336090014,臺中市潭子區衛生所,臺中市潭子區中山路２段２４１巷５號,(04)25324643,347,912,2020/02/26 15:27:09
2336100015,臺中市大雅區衛生所,臺中市大雅區中清東路２３２號,(04)25661091,36,696,2020/02/26 15:27:09
2336110011,臺中市新社區衛生所,臺中市新社區新社里興社街４段１號,(04)25811704,584,1014,2020/02/26 15:27:09
2336120017,臺中市石岡區衛生所,臺中市石岡區石岡街６號,(04)25721887,426,826,2020/02/26 15:27:09
2336130013,臺中市外埔區衛生所,臺中市外埔區甲后路三段１０６２號,(04)26833208,424,984,2020/02/26 15:27:09
2336140019,臺中市大安區衛生所,臺中市大安區中山南路３３３號,(04)26713681,570,960,2020/02/26 15:27:09
2336150015,臺中市烏日區衛生所,臺中市烏日區烏日里長樂街１３６號,(04)23381027,392,1056,2020/02/26 15:27:09
