醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣豐濱鄉豐濱村光豐路４１號,(03)8358141,3263,1976,2020/02/29 12:21:38
0291010010,連江縣立醫院,連江縣南竿鄉復興村２１７號,(083)623995,408,584,2020/02/29 12:21:38
2101010013,松山健康服務中心,台北市松山區八德路４段６９４號１、２樓,(02)27653147,141,1291,2020/02/29 12:21:38
2101020019,大安健康服務中心,台北市大安區辛亥路３段１５號,(02)27390997,18,1044,2020/02/29 12:21:38
2101090011,大同健康服務中心,台北市大同區昌吉街５２號１至２樓,(02)25948971,0,644,2020/02/29 12:21:38
2101100227,中山健康服務中心,台北市中山區松江路３６７號１樓,(02)25013363,0,955,2020/02/29 12:21:38
2101110027,內湖健康服務中心,台北市內湖區民權東路６段９９號,(02)27908387,1,623,2020/02/29 12:21:38
2101120014,南港健康服務中心,台北市南港區南港路１段３６０號１樓,(02)27868756,31,1118,2020/02/29 12:21:38
2101150012,士林健康服務中心,台北市士林區中正路４３９號１樓,(02)28836268,32,1079,2020/02/29 12:21:38
2101161033,北投健康服務中心,臺北市北投區石牌路２段１１１號,(02)28261026,0,1157,2020/02/29 12:21:38
2101170050,信義健康服務中心,台北市信義區信義路５段１５號,(02)87804152,28,1196,2020/02/29 12:21:38
2101180038,中正健康服務中心,台北市中正區牯嶺街２４號,(02)23210168,0,1164,2020/02/29 12:21:38
2101191068,萬華健康服務中心,台北市萬華區東園街１５２號,(02)23395384,0,912,2020/02/29 12:21:38
2101200017,政大(文山健康服務中心),臺北市文山區木柵路３段２２０號,(02)22343501,0,1160,2020/02/29 12:21:38
2303240013,臺中市中西區衛生所,臺中市西區民權路１０５號,(04)22223811,1756,1258,2020/02/29 12:21:38
2311010010,基隆市中正區衛生所,基隆市中正區中正路２３６號２樓,(02)24621632,1401,1651,2020/02/29 12:21:38
2311020016,基隆市七堵區衛生所,基隆市七堵區光明路２１－１（１－２樓）,(02)24562008,489,1501,2020/02/29 12:21:38
2311030012,基隆市暖暖區衛生所,基隆市暖暖區暖暖街２８１巷９８號,(02)24572630,1958,1806,2020/02/29 12:21:38
2311040018,基隆市仁愛區衛生所,基隆市仁愛區光一路２６號,(02)24311592,657,1710,2020/02/29 12:21:38
2311050014,基隆市中山區衛生所,基隆市中山區中山二路１５號,(02)24229860,1538,1566,2020/02/29 12:21:38
2311060010,基隆市安樂區衛生所,基隆市安樂區安樂路２段１６４號１樓前棟,(02)24318061,234,1008,2020/02/29 12:21:38
2311070016,基隆市信義區衛生所,基隆市信義區信一路６９號,(02)24221633,1200,1712,2020/02/29 12:21:38
2312010014,新竹市東區衛生所,新竹市東區民族路４０之２號,(03)5236158,0,884,2020/02/29 12:21:38
2312041028,新竹市北區衛生所,新竹市北區國華街六十九號一樓,(03)5353969,0,581,2020/02/29 12:21:38
2312050018,新竹市香山衛生所,新竹市香山區牛埔里育德街１８８號２樓,(03)5388109,22,556,2020/02/29 12:21:38
2317020010,臺中市東區衛生所,臺中市東區信義街１４２號,(04)22834121,604,1214,2020/02/29 12:21:38
2317040012,臺中市南區衛生所,台中市南區工學路７２號２樓,(04)22629735,680,1104,2020/02/29 12:21:38
2317050018,臺中市北區衛生所,臺中市北區永興街３０１號４樓,(04)22359182,1854,1656,2020/02/29 12:21:38
