醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣豐濱鄉豐濱村光豐路４１號,(03)8358141,3505,2168,2020/03/01 15:48:09
0291010010,連江縣立醫院,連江縣南竿鄉復興村２１７號,(083)623995,312,636,2020/03/01 15:48:09
2101010013,松山健康服務中心,台北市松山區八德路４段６９４號１、２樓,(02)27653147,1,1403,2020/03/01 15:48:09
2101020019,大安健康服務中心,台北市大安區辛亥路３段１５號,(02)27390997,0,1140,2020/03/01 15:48:09
2101090011,大同健康服務中心,台北市大同區昌吉街５２號１至２樓,(02)25948971,0,732,2020/03/01 15:48:09
2101100227,中山健康服務中心,台北市中山區松江路３６７號１樓,(02)25013363,0,1071,2020/03/01 15:48:09
2101110027,內湖健康服務中心,台北市內湖區民權東路６段９９號,(02)27908387,0,703,2020/03/01 15:48:09
2101120014,南港健康服務中心,台北市南港區南港路１段３６０號１樓,(02)27868756,1,1242,2020/03/01 15:48:09
2101150012,士林健康服務中心,台北市士林區中正路４３９號１樓,(02)28836268,8,1219,2020/03/01 15:48:09
2101161033,北投健康服務中心,臺北市北投區石牌路２段１１１號,(02)28261026,0,1281,2020/03/01 15:48:09
2101170050,信義健康服務中心,台北市信義區信義路５段１５號,(02)87804152,0,1343,2020/03/01 15:48:09
2101180038,中正健康服務中心,台北市中正區牯嶺街２４號,(02)23210168,0,1284,2020/03/01 15:48:09
2101191068,萬華健康服務中心,台北市萬華區東園街１５２號,(02)23395384,0,1048,2020/03/01 15:48:09
2101200017,政大(文山健康服務中心),臺北市文山區木柵路３段２２０號,(02)22343501,1,1248,2020/03/01 15:48:09
2303240013,臺中市中西區衛生所,臺中市西區民權路１０５號,(04)22223811,1442,1230,2020/03/01 15:48:09
2311010010,基隆市中正區衛生所,基隆市中正區中正路２３６號２樓,(02)24621632,1207,1799,2020/03/01 15:48:09
2311020016,基隆市七堵區衛生所,基隆市七堵區光明路２１－１（１－２樓）,(02)24562008,314,1661,2020/03/01 15:48:09
